0.5 0.5 0.5 0.5
discovered 0.400 0.600 0.100 0.900
shelf 0.667 0.333 0.500 0.500
exactly 0.421 0.579 0.263 0.737
checking 0.448 0.552 0.172 0.828
chemicals 0.250 0.750 0.500 0.500
regards 0.500 0.500 0.250 0.750
fuzzy 0.500 0.500 0.250 0.750
july 0.750 0.250 0.500 0.500
overwhelming 0.250 0.750 0.250 0.750
updating 0.700 0.300 0.300 0.700
remember 0.643 0.357 0.500 0.500
catered 0.600 0.400 0.600 0.400
culture 0.200 0.800 0.400 0.600
boring 0.600 0.400 0.600 0.400
6th 0.889 0.111 0.444 0.556
providing 0.800 0.200 0.200 0.800
dusty 0.500 0.500 0.167 0.833
exhibit 0.800 0.200 0.400 0.600
teenagers 0.600 0.400 0.200 0.800
need 0.533 0.467 0.467 0.533
screw 0.600 0.400 0.200 0.800
afraid 0.333 0.667 0.500 0.500
allergies 0.250 0.750 0.375 0.625
able 0.456 0.544 0.515 0.485
impecable 0.750 0.250 0.750 0.250
relatives 0.500 0.500 0.500 0.500
bus 0.778 0.222 0.611 0.389
birdland 0.250 0.750 0.750 0.250
= 0.750 0.250 0.250 0.750
unbearably 0.500 0.500 0.250 0.750
twelveth 0.250 0.750 0.250 0.750
beyond 0.483 0.517 0.483 0.517
centre 0.750 0.250 0.875 0.125
connected 0.545 0.455 0.455 0.545
why 0.630 0.370 0.304 0.696
cellphone 0.500 0.500 0.250 0.750
stereo 0.800 0.200 0.800 0.200
refreshing 0.571 0.429 0.571 0.429
upset 0.500 0.500 0.167 0.833
perk 0.400 0.600 0.600 0.400
dent 0.400 0.600 0.200 0.800
looked 0.376 0.624 0.137 0.863
scrambled 0.400 0.600 0.400 0.600
strawberries 0.750 0.250 0.500 0.500
talk 0.588 0.412 0.294 0.706
ho 0.750 0.250 0.250 0.750
impression 0.500 0.500 0.429 0.571
$500 0.667 0.333 0.167 0.833
30pm 0.667 0.333 0.167 0.833
stove 0.200 0.800 0.600 0.400
sent 0.538 0.462 0.115 0.885
anyway 0.667 0.333 0.389 0.611
planning 0.200 0.800 0.533 0.467
parked 0.833 0.167 0.667 0.333
boutiquey 0.750 0.250 0.750 0.250
utter 0.500 0.500 0.250 0.750
chicken 0.667 0.333 0.333 0.667
boutiques 0.600 0.400 0.400 0.600
pleased 0.372 0.628 0.744 0.256
based 0.739 0.261 0.391 0.609
unfinished 0.500 0.500 0.250 0.750
hadn 0.261 0.739 0.043 0.957
holder 0.833 0.167 0.167 0.833
pillowcases 0.500 0.500 0.250 0.750
winner 0.750 0.250 0.250 0.750
credited 0.750 0.250 0.250 0.750
won 0.370 0.630 0.261 0.739
ethan 0.250 0.750 0.750 0.250
employee 0.583 0.417 0.250 0.750
local 0.300 0.700 0.450 0.550
watching 0.600 0.400 0.400 0.600
overall 0.406 0.594 0.461 0.539
sipping 0.500 0.500 0.500 0.500
ones 0.412 0.588 0.353 0.647
cubs 0.600 0.400 0.600 0.400
words 0.273 0.727 0.182 0.818
consecutive 0.750 0.250 0.250 0.750
tossed 0.600 0.400 0.200 0.800
gray 0.500 0.500 0.167 0.833
places 0.472 0.528 0.569 0.431
trucks 0.600 0.400 0.200 0.800
shy 0.750 0.250 0.500 0.500
married 0.200 0.800 0.700 0.300
maintain 0.500 0.500 0.500 0.500
contain 0.750 0.250 0.500 0.500
grab 0.375 0.625 0.500 0.500
available 0.343 0.657 0.259 0.741
j 0.500 0.500 0.750 0.250
doormen 0.870 0.130 0.565 0.435
accused 0.500 0.500 0.250 0.750
desperate 0.250 0.750 0.250 0.750
operated 0.750 0.250 0.250 0.750
closer 0.667 0.333 0.250 0.750
closes 0.714 0.286 0.429 0.571
puts 0.250 0.750 0.500 0.500
computer 0.296 0.704 0.037 0.963
closet 0.833 0.167 0.200 0.800
nightmare 0.231 0.769 0.077 0.923
horribly 0.571 0.429 0.286 0.714
tend 0.600 0.400 0.400 0.600
musky 0.400 0.600 0.200 0.800
favor 0.364 0.636 0.091 0.909
written 0.636 0.364 0.273 0.727
correctly 0.750 0.250 0.125 0.875
horrible 0.343 0.657 0.057 0.943
stories 0.429 0.571 0.571 0.429
guestrooms 0.800 0.200 0.800 0.200
frustrated 0.625 0.375 0.250 0.750
mainly 0.500 0.500 0.500 0.500
bought 0.429 0.571 0.429 0.571
comparable 0.875 0.125 0.250 0.750
tripadvisor 0.857 0.143 0.429 0.571
ability 0.375 0.625 0.625 0.375
sorely 0.111 0.889 0.111 0.889
opening 0.818 0.182 0.364 0.636
joy 0.500 0.500 0.750 0.250
beverages 0.714 0.286 0.571 0.429
job 0.448 0.552 0.414 0.586
joe 0.800 0.200 0.600 0.400
key 0.356 0.644 0.089 0.911
overhaul 0.750 0.250 0.250 0.750
incident 0.778 0.222 0.222 0.778
minds 0.250 0.750 0.250 0.750
april 0.778 0.222 0.333 0.667
admit 0.500 0.500 0.500 0.500
grain 0.500 0.500 0.500 0.500
interesting 0.500 0.500 0.667 0.333
safely 0.500 0.500 0.500 0.500
grounds 0.250 0.750 0.750 0.250
torn 0.714 0.286 0.143 0.857
wall 0.792 0.208 0.146 0.854
tuesday 0.750 0.250 0.500 0.500
walk 0.726 0.274 0.650 0.350
table 0.700 0.300 0.250 0.750
incidentals 0.750 0.250 0.250 0.750
trays 0.800 0.200 0.200 0.800
rusty 0.400 0.600 0.200 0.800
addition 0.533 0.467 0.133 0.867
decent 0.475 0.525 0.350 0.650
slowly 0.500 0.500 0.250 0.750
treat 0.400 0.600 0.450 0.550
reservations 0.442 0.558 0.269 0.731
freak 0.400 0.600 0.600 0.400
shoulders 0.400 0.600 0.400 0.600
senses 0.500 0.500 0.500 0.500
bit 0.646 0.354 0.458 0.542
painted 0.714 0.286 0.286 0.714
5% 0.750 0.250 0.500 0.500
sufficient 0.600 0.400 0.400 0.600
crappy 0.500 0.500 0.250 0.750
ours 0.500 0.500 0.417 0.583
smoking 0.483 0.517 0.067 0.933
brunch 0.667 0.333 0.333 0.667
present 0.750 0.250 0.125 0.875
reverse 0.750 0.250 0.250 0.750
erin 0.250 0.750 0.250 0.750
sell 0.667 0.333 0.167 0.833
unlike 0.500 0.500 0.667 0.333
bedspreads 0.600 0.400 0.400 0.600
choices 0.429 0.571 0.286 0.714
stunning 0.400 0.600 0.933 0.067
cutter 0.800 0.200 0.600 0.400
annual 0.750 0.250 0.500 0.500
thus 0.500 0.500 0.250 0.750
surface 0.750 0.250 0.250 0.750
dual 0.250 0.750 0.500 0.500
penninsula 0.750 0.250 0.750 0.250
bucks 0.583 0.417 0.500 0.500
mysteriously 0.250 0.750 0.250 0.750
sensitive 0.500 0.500 0.333 0.667
generic 0.429 0.571 0.429 0.571
began 0.312 0.688 0.125 0.875
cross 0.500 0.500 0.500 0.500
member 0.519 0.481 0.407 0.593
strange 0.600 0.400 0.200 0.800
speaker 0.750 0.250 0.500 0.500
largest 0.857 0.143 0.571 0.429
inch 0.385 0.615 0.538 0.462
wakeup 0.500 0.500 0.250 0.750
gets 0.200 0.800 0.500 0.500
grandeur 0.400 0.600 0.400 0.600
impeccably 0.125 0.875 0.875 0.125
premiere 0.500 0.500 0.250 0.750
definately 0.700 0.300 0.900 0.100
nightly 0.833 0.167 0.667 0.333
sooner 0.500 0.500 0.500 0.500
frequently 0.727 0.273 0.182 0.818
impeccable 0.357 0.643 0.714 0.286
single 0.421 0.579 0.263 0.737
keep 0.618 0.382 0.324 0.676
energized 0.250 0.750 0.750 0.250
ashley 0.250 0.750 0.750 0.250
usual 0.556 0.444 0.611 0.389
banging 0.500 0.500 0.167 0.833
fighting 0.500 0.500 0.250 0.750
english 0.833 0.167 0.167 0.833
firstly 0.167 0.833 0.167 0.833
limp 0.500 0.500 0.250 0.750
lightbulb 0.750 0.250 0.500 0.500
load 0.750 0.250 0.250 0.750
routinely 0.500 0.500 0.250 0.750
accurate 0.143 0.857 0.286 0.714
obtain 0.750 0.250 0.500 0.500
mistaken 0.400 0.600 0.200 0.800
inadequate 0.667 0.333 0.333 0.667
against 0.500 0.500 0.125 0.875
virtual 0.400 0.600 0.800 0.200
advertised 0.278 0.722 0.222 0.778
illinois 0.333 0.667 0.444 0.556
lettuce 0.400 0.600 0.200 0.800
happiness 0.200 0.800 0.400 0.600
console 0.750 0.250 0.250 0.750
bell 0.742 0.258 0.452 0.548
discuss 0.500 0.500 0.500 0.500
concourse 0.500 0.500 0.750 0.250
lured 0.500 0.500 0.250 0.750
attractive 0.700 0.300 0.400 0.600
usage 0.600 0.400 0.600 0.400
4* 0.800 0.200 0.400 0.600
accomodate 0.400 0.600 0.800 0.200
kick 0.600 0.400 0.600 0.400
wastebasket 0.750 0.250 0.750 0.250
ample 0.625 0.375 0.500 0.500
coffees 0.600 0.400 0.400 0.600
historic 0.727 0.273 0.545 0.455
know 0.472 0.528 0.306 0.694
immediately 0.447 0.553 0.426 0.574
lincoln 0.500 0.500 0.750 0.250
lost 0.545 0.455 0.242 0.758
threadbare 0.250 0.750 0.250 0.750
sized 0.382 0.618 0.559 0.441
james 0.351 0.649 0.595 0.405
adjoining 0.571 0.429 0.571 0.429
exceed 0.400 0.600 0.600 0.400
shabby 0.900 0.100 0.500 0.500
shea 0.800 0.200 0.800 0.200
elevators 0.915 0.085 0.149 0.851
mattresses 0.625 0.375 0.250 0.750
scared 0.400 0.600 0.400 0.600
church 0.750 0.250 0.250 0.750
searching 0.600 0.400 0.400 0.600
demeanor 0.333 0.667 0.333 0.667
repeat 0.333 0.667 0.333 0.667
warmer 0.200 0.800 0.600 0.400
home 0.327 0.673 0.738 0.262
liking 0.429 0.571 0.286 0.714
lead 0.500 0.500 0.333 0.667
leak 0.400 0.600 0.400 0.600
14th 0.857 0.143 0.571 0.429
hvac 0.800 0.200 0.200 0.800
earrings 0.750 0.250 0.250 0.750
locate 0.400 0.600 0.600 0.400
ripped 0.750 0.250 0.250 0.750
reaching 0.500 0.500 0.250 0.750
refuge 0.250 0.750 0.500 0.500
rare 0.250 0.750 0.250 0.750
carried 0.167 0.833 0.333 0.667
nordstroms 0.800 0.200 0.800 0.200
spilled 0.500 0.500 0.250 0.750
asha 0.200 0.800 0.600 0.400
nightclub 0.750 0.250 0.250 0.750
empty 0.545 0.455 0.273 0.727
recognizes 0.750 0.250 0.500 0.500
pastries 0.714 0.286 0.714 0.286
equally 0.400 0.600 0.400 0.600
own 0.333 0.667 0.548 0.452
additionally 0.375 0.625 0.250 0.750
previously 0.500 0.500 0.214 0.786
travelers 0.562 0.438 0.250 0.750
washington 0.875 0.125 0.250 0.750
weather 0.500 0.500 0.583 0.417
promise 0.538 0.462 0.154 0.846
registration 0.818 0.182 0.364 0.636
van 0.600 0.400 0.400 0.600
additional 0.567 0.433 0.367 0.633
whom 0.571 0.429 0.286 0.714
transfer 0.600 0.400 0.200 0.800
museum 0.591 0.409 0.682 0.318
* 0.500 0.500 0.250 0.750
kidding 0.600 0.400 0.200 0.800
continental 0.500 0.500 0.545 0.455
posters 0.750 0.250 0.500 0.500
ford 0.500 0.500 0.500 0.500
north 0.812 0.188 0.688 0.312
hr 0.750 0.250 0.250 0.750
volume 0.600 0.400 0.200 0.800
hi 0.750 0.250 0.375 0.625
mailed 0.500 0.500 0.250 0.750
gain 0.250 0.750 0.250 0.750
automated 0.200 0.800 0.200 0.800
highest 0.300 0.700 0.600 0.400
eat 0.543 0.457 0.543 0.457
hd 0.500 0.500 0.750 0.250
temp 0.889 0.111 0.222 0.778
whether 0.214 0.786 0.857 0.143
hosting 0.286 0.714 0.429 0.571
signed 0.600 0.400 0.400 0.600
record 0.500 0.500 0.100 0.900
below 0.750 0.250 0.167 0.833
catching 0.750 0.250 0.750 0.250
woke 0.571 0.429 0.214 0.786
cake 0.467 0.533 0.600 0.400
inquired 0.500 0.500 0.500 0.500
piece 0.600 0.400 0.200 0.800
display 0.200 0.800 0.400 0.600
horrific 0.400 0.600 0.200 0.800
beginning 0.364 0.636 0.273 0.727
penny 0.286 0.714 0.714 0.286
twist 0.500 0.500 0.750 0.250
aloof 0.800 0.200 0.200 0.800
beats 0.250 0.750 0.750 0.250
goodness 0.714 0.286 0.143 0.857
eric 0.800 0.200 0.400 0.600
sinatra 0.750 0.250 0.750 0.250
loud 0.487 0.513 0.103 0.897
incredible 0.483 0.517 0.759 0.241
deserved 0.250 0.750 0.500 0.500
book 0.491 0.509 0.415 0.585
crummy 0.600 0.400 0.200 0.800
sick 0.333 0.667 0.333 0.667
incredibly 0.571 0.429 0.357 0.643
contacting 0.750 0.250 0.500 0.500
conclusion 0.500 0.500 0.500 0.500
treadmills 0.400 0.600 0.600 0.400
star 0.550 0.450 0.312 0.688
searched 0.400 0.600 0.400 0.600
june 0.909 0.091 0.545 0.455
ultimately 0.250 0.750 0.500 0.500
kinda 0.750 0.250 0.250 0.750
priced 0.316 0.684 0.316 0.684
friends 0.431 0.569 0.707 0.293
jewel 0.800 0.200 0.600 0.400
portion 0.429 0.571 0.429 0.571
extras 0.400 0.600 0.400 0.600
understand 0.500 0.500 0.250 0.750
